,id,network_id,degree,definition
12806,11532,33,107.0,"{""vector"": [0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0], ""active_index"": 11}"
12870,11692,33,108.0,"{""vector"": [0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0], ""active_index"": 1}"
12875,11704,33,109.0,"{""vector"": [0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0], ""active_index"": 9}"
12761,11710,33,110.0,"{""vector"": [0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0], ""active_index"": 3}"
10606,11951,33,111.0,"{""vector"": [0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0], ""active_index"": 4}"
11432,12084,33,112.0,"{""vector"": [0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0], ""active_index"": 8}"
11900,12200,33,113.0,"{""vector"": [0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0], ""active_index"": 14}"
11903,12242,33,114.0,"{""vector"": [0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0], ""active_index"": 5}"
12401,12355,33,115.0,"{""vector"": [0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0], ""active_index"": 7}"
12403,12415,33,116.0,"{""vector"": [0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0], ""active_index"": 12}"
13242,12617,33,117.0,"{""vector"": [0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0], ""active_index"": 6}"
13465,12679,33,118.0,"{""vector"": [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0], ""active_index"": 13}"
13469,12827,33,119.0,"{""vector"": [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0], ""active_index"": 15}"
13408,12880,33,120.0,"{""vector"": [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1], ""active_index"": 0}"
13692,13023,33,121.0,"{""vector"": [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1], ""active_index"": 2}"
14035,13101,33,122.0,"{""vector"": [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1], ""active_index"": 10}"
14041,13235,33,123.0,"{""vector"": [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1], ""active_index"": 11}"
14018,13282,33,124.0,"{""vector"": [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1], ""active_index"": 1}"
14425,13496,33,125.0,"{""vector"": [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1], ""active_index"": 9}"
14432,13598,33,126.0,"{""vector"": [0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1], ""active_index"": 3}"
14757,13605,33,127.0,"{""vector"": [0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1], ""active_index"": 4}"
14514,13795,33,128.0,"{""vector"": [0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1], ""active_index"": 8}"
15053,13811,33,129.0,"{""vector"": [0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1], ""active_index"": 14}"
15057,13976,33,130.0,"{""vector"": [0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 5}"
14995,14112,33,131.0,"{""vector"": [0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 7}"
15120,14214,33,132.0,"{""vector"": [0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 12}"
15494,14299,33,133.0,"{""vector"": [0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1], ""active_index"": 6}"
15158,14363,33,134.0,"{""vector"": [0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1], ""active_index"": 13}"
15511,14517,33,135.0,"{""vector"": [0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1], ""active_index"": 15}"
15897,14636,33,136.0,"{""vector"": [0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1], ""active_index"": 0}"
15988,14791,33,137.0,"{""vector"": [1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1], ""active_index"": 2}"
15926,14880,33,138.0,"{""vector"": [1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1], ""active_index"": 10}"
15924,14951,33,139.0,"{""vector"": [1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1], ""active_index"": 11}"
16446,15063,33,140.0,"{""vector"": [1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1], ""active_index"": 1}"
16665,15105,33,141.0,"{""vector"": [1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1], ""active_index"": 9}"
16406,15271,33,142.0,"{""vector"": [1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1], ""active_index"": 3}"
16814,15406,33,143.0,"{""vector"": [1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1], ""active_index"": 4}"
9720,15490,33,144.0,"{""vector"": [1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1], ""active_index"": 8}"
12421,15634,33,145.0,"{""vector"": [1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1], ""active_index"": 14}"
13155,15768,33,146.0,"{""vector"": [1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1], ""active_index"": 5}"
14183,15824,33,147.0,"{""vector"": [1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1], ""active_index"": 7}"
14651,15975,33,148.0,"{""vector"": [1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1], ""active_index"": 12}"
14756,16066,33,149.0,"{""vector"": [1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1], ""active_index"": 6}"
15837,16080,33,150.0,"{""vector"": [1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1], ""active_index"": 13}"
16284,16251,33,151.0,"{""vector"": [1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1], ""active_index"": 15}"
16290,16327,33,152.0,"{""vector"": [1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1], ""active_index"": 0}"
16911,16463,33,153.0,"{""vector"": [0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1], ""active_index"": 2}"
16912,16542,33,154.0,"{""vector"": [0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1], ""active_index"": 10}"
17193,16708,33,155.0,"{""vector"": [0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1], ""active_index"": 11}"
17411,16783,33,156.0,"{""vector"": [0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1], ""active_index"": 1}"
17417,16881,33,157.0,"{""vector"": [0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1], ""active_index"": 9}"
17498,16980,33,158.0,"{""vector"": [0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1], ""active_index"": 3}"
17721,17116,33,159.0,"{""vector"": [0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1], ""active_index"": 4}"
17871,17174,33,160.0,"{""vector"": [0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1], ""active_index"": 8}"
17948,17276,33,161.0,"{""vector"": [0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1], ""active_index"": 14}"
17923,17371,33,162.0,"{""vector"": [0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1], ""active_index"": 5}"
18298,17478,33,163.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1], ""active_index"": 7}"
18259,17587,33,164.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1], ""active_index"": 12}"
18535,17643,33,165.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1], ""active_index"": 6}"
18537,17828,33,166.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1], ""active_index"": 13}"
18694,17914,33,167.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1], ""active_index"": 15}"
18646,17982,33,168.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1], ""active_index"": 0}"
18722,18109,33,169.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1], ""active_index"": 2}"
18885,18195,33,170.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1], ""active_index"": 10}"
18987,18311,33,171.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1], ""active_index"": 11}"
19423,18505,33,172.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1], ""active_index"": 1}"
19596,18543,33,173.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1], ""active_index"": 9}"
19425,18721,33,174.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1], ""active_index"": 3}"
19535,18802,33,175.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1], ""active_index"": 4}"
19471,18833,33,176.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1], ""active_index"": 8}"
19902,19045,33,177.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1], ""active_index"": 14}"
20078,19082,33,178.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1], ""active_index"": 5}"
20136,19165,33,179.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1], ""active_index"": 7}"
20144,19290,33,180.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1], ""active_index"": 12}"
20183,19441,33,181.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 6}"
20592,19575,33,182.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 13}"
20693,19660,33,183.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 15}"
20534,19749,33,184.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 0}"
20939,19858,33,185.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 2}"
20937,19993,33,186.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 10}"
21450,20056,33,187.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 11}"
21452,20202,33,188.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 1}"
21523,20284,33,189.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 9}"
21533,20341,33,190.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 3}"
8914,20484,33,191.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 4}"
11660,20638,33,192.0,"{""vector"": [0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 8}"
13199,20703,33,193.0,"{""vector"": [0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 14}"
16925,20760,33,194.0,"{""vector"": [0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 5}"
17690,20962,33,195.0,"{""vector"": [0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 7}"
18327,21066,33,196.0,"{""vector"": [0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 12}"
19024,21164,33,197.0,"{""vector"": [0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 6}"
19030,21266,33,198.0,"{""vector"": [0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 13}"
19050,21307,33,199.0,"{""vector"": [0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 15}"
19777,21431,33,200.0,"{""vector"": [0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 0}"
21265,21504,33,201.0,"{""vector"": [0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 2}"
21205,21606,33,202.0,"{""vector"": [0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 10}"
17657,21745,33,203.0,"{""vector"": [0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 11}"
21955,21861,33,204.0,"{""vector"": [0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 1}"
21956,22008,33,205.0,"{""vector"": [0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 9}"
22183,22074,33,206.0,"{""vector"": [0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 3}"
22037,22189,33,207.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 4}"
22061,22269,33,208.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 8}"
22389,22365,33,209.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 14}"
22608,22473,33,210.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1], ""active_index"": 5}"
22638,22559,33,211.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1], ""active_index"": 7}"
22640,22654,33,212.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1], ""active_index"": 12}"
22918,22798,33,213.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1], ""active_index"": 6}"
22921,22944,33,214.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1], ""active_index"": 13}"
23053,22980,33,215.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 15}"
23059,23034,33,216.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 0}"
23069,23167,33,217.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 2}"
23447,23407,33,218.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 10}"
23544,23474,33,219.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 11}"
23545,23597,33,220.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1], ""active_index"": 1}"
23820,23722,33,221.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1], ""active_index"": 9}"
23905,23790,33,222.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1], ""active_index"": 3}"
23903,23896,33,223.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1], ""active_index"": 4}"
24020,23982,33,224.0,"{""vector"": [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1], ""active_index"": 8}"
23832,24042,33,225.0,"{""vector"": [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1], ""active_index"": 14}"
23837,24098,33,226.0,"{""vector"": [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1], ""active_index"": 5}"
24167,24303,33,227.0,"{""vector"": [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1], ""active_index"": 7}"
24481,24331,33,228.0,"{""vector"": [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1], ""active_index"": 12}"
24483,24466,33,229.0,"{""vector"": [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1], ""active_index"": 6}"
24698,24611,33,230.0,"{""vector"": [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1], ""active_index"": 13}"
24699,24751,33,231.0,"{""vector"": [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1], ""active_index"": 15}"
24701,24804,33,232.0,"{""vector"": [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0], ""active_index"": 0}"
24949,24884,33,233.0,"{""vector"": [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0], ""active_index"": 2}"
25089,24968,33,234.0,"{""vector"": [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0], ""active_index"": 10}"
25240,25134,33,235.0,"{""vector"": [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0], ""active_index"": 11}"
25347,25213,33,236.0,"{""vector"": [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0], ""active_index"": 1}"
25352,25344,33,237.0,"{""vector"": [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0], ""active_index"": 9}"
25303,25432,33,238.0,"{""vector"": [0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0], ""active_index"": 3}"
25575,25591,33,239.0,"{""vector"": [0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0], ""active_index"": 4}"
25694,25677,33,240.0,"{""vector"": [0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0], ""active_index"": 8}"
25654,25746,33,241.0,"{""vector"": [0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0], ""active_index"": 14}"
25678,25883,33,242.0,"{""vector"": [0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0], ""active_index"": 5}"
53,64,34,1.0,"{""vector"": [1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1], ""active_index"": 10}"
380,282,34,2.0,"{""vector"": [1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1], ""active_index"": 14}"
341,383,34,3.0,"{""vector"": [1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1], ""active_index"": 4}"
663,557,34,4.0,"{""vector"": [1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1], ""active_index"": 8}"
661,586,34,5.0,"{""vector"": [1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1], ""active_index"": 3}"
924,783,34,6.0,"{""vector"": [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1], ""active_index"": 6}"
921,857,34,7.0,"{""vector"": [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1], ""active_index"": 11}"
1219,925,34,8.0,"{""vector"": [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1], ""active_index"": 9}"
1222,1083,34,9.0,"{""vector"": [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1], ""active_index"": 15}"
1357,1147,34,10.0,"{""vector"": [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0], ""active_index"": 13}"
1437,1212,34,11.0,"{""vector"": [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0], ""active_index"": 0}"
1711,1326,34,12.0,"{""vector"": [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0], ""active_index"": 1}"
1709,1426,34,13.0,"{""vector"": [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0], ""active_index"": 2}"
1617,1545,34,14.0,"{""vector"": [0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0], ""active_index"": 12}"
1623,1658,34,15.0,"{""vector"": [0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 5}"
2044,1812,34,16.0,"{""vector"": [0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 7}"
2265,1925,34,17.0,"{""vector"": [0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 10}"
2231,2013,34,18.0,"{""vector"": [0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0], ""active_index"": 14}"
2405,2095,34,19.0,"{""vector"": [0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 4}"
2403,2191,34,20.0,"{""vector"": [0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 8}"
2628,2334,34,21.0,"{""vector"": [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 3}"
1502,2392,34,22.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 6}"
2670,2538,34,23.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 11}"
2676,2640,34,24.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 9}"
3210,2699,34,25.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 15}"
3212,2867,34,26.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 13}"
3524,2989,34,27.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0], ""active_index"": 0}"
3535,3034,34,28.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0], ""active_index"": 1}"
3651,3159,34,29.0,"{""vector"": [0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0], ""active_index"": 2}"
3610,3255,34,30.0,"{""vector"": [0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0], ""active_index"": 12}"
3611,3420,34,31.0,"{""vector"": [0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], ""active_index"": 5}"
3927,3481,34,32.0,"{""vector"": [0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], ""active_index"": 7}"
3932,3550,34,33.0,"{""vector"": [0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], ""active_index"": 10}"
4391,3769,34,34.0,"{""vector"": [0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0], ""active_index"": 14}"
4396,3850,34,35.0,"{""vector"": [0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0], ""active_index"": 4}"
4305,3896,34,36.0,"{""vector"": [0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0], ""active_index"": 8}"
3671,4055,34,37.0,"{""vector"": [0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0], ""active_index"": 3}"
4549,4119,34,38.0,"{""vector"": [0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0], ""active_index"": 6}"
4614,4217,34,39.0,"{""vector"": [0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0], ""active_index"": 11}"
4541,4309,34,40.0,"{""vector"": [0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0], ""active_index"": 9}"
4967,4464,34,41.0,"{""vector"": [0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0], ""active_index"": 15}"
